n_microred;microred;cluster;code_point;name_point;lat;long;y_proj;x_proj;type_point;strategy
7;VICTOR RAUL HINOJOSA;3;CL03_PP_063;URB LOS CRYSTALES;-16.4357287;-71.52124224;-1945587.832;2839550.641;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_064;CASA DEL ADULTO MAYOR;-16.43615893;-71.52183159;-1945630.927;2839478.197;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_065;MALECON DOLORES;-16.43671188;-71.52161633;-1945698.599;2839495.362;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_066;JUAN PABLO IV;-16.43561012;-71.52271306;-1945555.326;2839385.452;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_067;JUAN PABLO III;-16.43606277;-71.5233598;-1945600.328;2839306.209;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_068;JUAN PABLO II;-16.43654113;-71.52426747;-1945645.055;2839197.052;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_069;JAUN PABLO I;-16.43617762;-71.52506492;-1945592.283;2839111.407;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_070;PARQUE VILLA DEL MAR;-16.43621337;-71.52627892;-1945581.152;2838973.317;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_071;PARQUE RODANTES DEL SUR;-16.43727946;-71.52638599;-1945705.026;2838947.228;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_072;PARQUE LOS OLIVOS;-16.43619874;-71.52744961;-1945564.649;2838840.796;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_073;IGLESIA DE CRISTO;-16.43728252;-71.52752735;-1945690.973;2838817.802;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_074;PARQUE APLAO;-16.43669675;-71.52907734;-1945602.594;2838649.759;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_075;PARQUE JOSE SANTOS CHOCANO;-16.43485927;-71.53002475;-1945374.798;2838566.398;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_076;LOSA DEPORTIVA 13 DE ENERO;-16.43419162;-71.52804269;-1945321.397;2838799.823;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_077;PARQUE SENHOR DE LOS MILAGROS;-16.43458272;-71.52656074;-1945386.05;2838962.705;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_078;PARQUE PIZARRO;-16.43534652;-71.52624881;-1945479.707;2838988.072;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_079;PARQUE SANTISIMA CRUZ URRACA;-16.43502619;-71.525338;-1945453.582;2839095.518;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_080;PARQUE JORGE BASADRE;-16.43347842;-71.52627743;-1945259.911;2839009.27;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_081;PARQUE JUAN PABLO;-16.43370123;-71.52509246;-1945301.046;2839140.69;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_082;PARQUE FRANCISCO DE ZELA;-16.43391769;-71.52338706;-1945348.008;2839331.191;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_083;ALAMEDA PASEO DE LOSHEROES;-16.43350268;-71.52265912;-1945308.452;2839419.146;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_084;IGLESIA DE LOS SANTOS DE LOS ULTIMOS DIAS;-16.43257285;-71.52249431;-1945201.309;2839449.998;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_085;PARQUE SANTA CLARA;-16.4314664;-71.52168566;-1945081.549;2839556.152;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_086;PARQUE LOS CRISTALES;-16.43182579;-71.52042696;-1945139.662;2839694.146;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_087;COLEGIO SANTA URSULA;-16.43061931;-71.51973815;-1945006.637;2839788.026;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_088;CENTRO DE CHARLA AREQUIPA;-16.43011331;-71.51918071;-1944954.238;2839857.845;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_089;PARQUE LA ENCALADA;-16.42968164;-71.51631064;-1944939.779;2840188.882;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_090;IEP MADRE SANTA BEATRIZ;-16.42928539;-71.5170996;-1944883.265;2840104.62;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_091;PARQUE LAS VINHAS;-16.42862288;-71.51666942;-1944810.873;2840162.062;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_092;PARQUE DIVINO NINHO JESUS;-16.42758542;-71.51509063;-1944708.941;2840354.635;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_093;PARQUE CASA BLANCA;-16.42704005;-71.51610377;-1944632.078;2840246.906;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_094;PARQUE LOS CCORITOS;-16.42746939;-71.51736259;-1944666.616;2840098.569;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_095;ESTACION DE BOMBEROS 78;-16.42802091;-71.51868685;-1944714.679;2839941.214;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_096;PARQUE MEXICO;-16.42890402;-71.52017977;-1944799.566;2839760.404;Mobile;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_097;CANCHA SINTETICA BARRA BRAVA;-16.42911061;-71.52255732;-1944793.811;2839488.155;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_098;LA CRUZ;-16.42994165;-71.5247934;-1944863.199;2839223.78;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_099;ALTO DE LA LUNA II;-16.43038973;-71.52421971;-1944923.076;2839282.957;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_100;PARQUE DEL PASTO ALTO DE LA LUNA;-16.43135769;-71.5240491;-1945038.934;2839289.635;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_101;PARQUE CORPUS CRISTI;-16.43242728;-71.52500042;-1945152.562;2839167.792;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_102;PARQUE ALTO DE LA LUNA;-16.43065056;-71.52561096;-1944936.15;2839121.821;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_103;PARQUE SAMUEL MORSE;-16.43088642;-71.52727924;-1944942.794;2838929.609;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_104;IE JORGE BASADRE GROHMANN;-16.43303987;-71.52671096;-1945202.923;2838965.862;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_105;PALACIO DEL DEPORTE;-16.4330748;-71.52810236;-1945189.458;2838807.669;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_106;PARQUE PLAZA CIUDAD SATELITE;-16.43098982;-71.52949535;-1944926.964;2838677.026;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_107;PARQUE 13 DE ENERO;-16.43200465;-71.53079702;-1945029.739;2838516.192;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_108;PUESTO DE SALUD 13 DE ENERO;-16.43283249;-71.5305779;-1945129.745;2838530.204;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_109;PARQUE MICKEY;-16.43465101;-71.53343034;-1945307.344;2838183.064;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_110;LOSA DEPORTIVA LAS CASUARINAS;-16.43354901;-71.53331214;-1945179.396;2838210.876;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_111;PARROQUIA SAN JOSE OBRERO;-16.43128063;-71.53288349;-1944918.36;2838289.133;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_112;IGLESIA CRISTO ELIM;-16.43379503;-71.54028294;-1945120.327;2837417.464;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_113;LAVADERO DE AUTOS NINHO GABRIEL;-16.43136364;-71.54177972;-1944815.865;2837279.577;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_114;NINHO MANUELITO;-16.43063084;-71.54002087;-1944751.981;2837488.534;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_115;CANCHA AVELINO;-16.42951304;-71.53817923;-1944643.92;2837711.912;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_116;LOSA DEPORTIVA LAS 3 CANCHITAS;-16.42847159;-71.53940974;-1944506.072;2837586.033;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_117;COLEGIO MATHER MARIA;-16.429498;-71.54185572;-1944595.777;2837295.345;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_118;LOSA DEPORTIVA CERRO JULI;-16.43027287;-71.54457142;-1944652.539;2836977.377;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_119;PARQUE SAN BACILIO;-16.42920114;-71.54336565;-1944541.867;2837128.063;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_120;PARQUE RECREATIVO DE VILLA HERMOSA;-16.42804164;-71.54245201;-1944417.2;2837246.783;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_121;LOSA DEPORTIVA;-16.42887286;-71.54579367;-1944472.691;2836857.121;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_122;PARQUE URB. VILLA HERMOSA;-16.42773806;-71.54570746;-1944340.492;2836881.719;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_123;GERENCIA REGIONAL DE AGRICULTURA;-16.42721021;-71.54404243;-1944299.49;2837077.359;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_124;COLEGIO TALENTUS SCHOOL;-16.42628054;-71.54456148;-1944183.751;2837030.666;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_125;IGLESIA CERRO JULI;-16.42503455;-71.54350426;-1944050.734;2837166.79;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_126;P.S. CERRO JULY;-16.42582774;-71.54232922;-1944158.715;2837289.63;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_127;COLEGIO MANUEL SCORZA;-16.42531272;-71.54132924;-1944110.833;2837409.717;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_128;BYPASS DEL AVELINO;-16.4247026;-71.5375897;-1944086.331;2837841.613;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_129;IGLESIA DE JESUCRISTO;-16.42662256;-71.53572773;-1944335.335;2838027.6;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_130;LOSA DEPORTIVA PUERTA VERDE;-16.4264516;-71.53481401;-1944326.781;2838133.418;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_131;PARQUE PUERTA VERDE;-16.42692163;-71.5341167;-1944390.788;2838206.324;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_132;PARQUE VILLA ELECTRICA;-16.42853922;-71.53507036;-1944568.759;2838077.067;Mobile;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_133;PARQUE COLOMBIA;-16.42794393;-71.53390702;-1944513.514;2838216.729;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_134;PASEO HEROES NAVALES;-16.42903577;-71.5329777;-1944653.488;2838307.806;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_135;PARQUE LANIFICIO;-16.42617942;-71.53195987;-1944330.821;2838460.537;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_136;PARQUE FECIA;-16.42869023;-71.53209733;-1944624.01;2838412.126;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_137;PARQUE ARGENTINA;-16.42967738;-71.53065723;-1944758.137;2838562.475;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_138;VINATEA REYNOSO - COOP 2 DE MAYO;-16.42965254;-71.5298484;-1944765.428;2838654.492;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_139;LOSA DEPORTIVA 2 DE MAYO;-16.42877846;-71.52826307;-1944682.765;2838845.646;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_140;PARQUE GUATEMALA;-16.42705139;-71.52864886;-1944475.027;2838824.496;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_141;PARQUE DIAZ CANSECO II;-16.42736726;-71.52790909;-1944521.467;2838904.232;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_142;COLEGIO IMMACULADA CONCEPCION;-16.42712564;-71.52721547;-1944501.839;2838986.027;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_143;PARQUE LAS BEGONIAS;-16.42635141;-71.52614057;-1944424.461;2839118.012;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_144;PARQUE PEDRO DIEZ CANSECO;-16.4283731;-71.5262769;-1944660.22;2839076.116;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_145;PARQUE DIAZ CANSECO;-16.42867986;-71.52523001;-1944709.469;2839190.788;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_146;PARQUE DIVINO NINHO;-16.42713593;-71.52450265;-1944537.291;2839293.443;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_147;MUNICIPAPLIDAD JLBYR;-16.42649323;-71.52394663;-1944468.814;2839364.886;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_148;IEP CHILDRENS PARADISE;-16.42798934;-71.5223379;-1944664.868;2839527.699;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_149;PARQUE LA MELGARIANA;-16.427296;-71.52114896;-1944598.434;2839671.562;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_150;PARQUE 7 DE AGOSTO;-16.42588175;-71.51610197;-1944496.032;2840262.268;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_151;RESIDENCIAL SANTA CATALINA;-16.42445187;-71.51680508;-1944319.182;2840201.259;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_152;PARQUE SANTA CATALINA;-16.42610025;-71.5179404;-1944498.483;2840050.975;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_153;PARQUE EL AVION;-16.42479725;-71.51877195;-1944334.918;2839973.744;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_154;PARQUE VILLA MEDICA;-16.42290813;-71.51932404;-1944106.032;2839935.862;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_155;PARQUE COOP DANIEL ALCIDES CARRION;-16.42448971;-71.52023942;-1944280.264;2839811.392;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_156;LOSA DEPORTIVA VILLA MEDICA;-16.42383476;-71.52077424;-1944196.575;2839759.323;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_157;PARQUE UNIVERCIDAD ALAS PERUANA;-16.4249482;-71.52187748;-1944313.443;2839619.68;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_158;PARQUE QUINTA TRISTAN;-16.42286153;-71.52653365;-1944009.558;2839119.083;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_159;PARQUE SANTA LUCIA;-16.4245282;-71.52670461;-1944203.177;2839077.909;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_160;PARQUE COOP LAMBRAMANI;-16.42437138;-71.52849867;-1944162.116;2838876.565;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_161;PARQUE URB. LOS LAURELES;-16.42320422;-71.52871562;-1944022.278;2838867.23;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_162;COMISARIA JLBYR;-16.42427297;-71.5294599;-1944138.427;2838768.878;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_163;PARQUE QUINTA TRISTAN;-16.42401024;-71.53110338;-1944086.829;2838585.993;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_164;MERCADO NUEVO AMANECER;-16.4242674;-71.53440048;-1944075.44;2838208.848;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_165;CAMPO DEPORTIVO HURACAN;-16.42370668;-71.53340364;-1944022.153;2838329.185;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_166;COLEGIO ALFRED WERNER;-16.42331613;-71.53233374;-1943989.775;2838455.582;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_167;PARROQUIA SANTO TORIBIO DE MOGROVEJO;-16.42146894;-71.53145305;-1943783.908;2838579.57;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_168;PARQUE BANCARIOS;-16.42194306;-71.52917386;-1943868.354;2838831.765;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_169;IGLESIA SANTO TORIBIO DE MOGROVEJO;-16.41969706;-71.52860865;-1943611.658;2838925.204;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_170;PARQUE LOS NARANJOS;-16.42074715;-71.52728615;-1943751.694;2839061.414;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_171;PARQUE LA ESPERANZA;-16.41847393;-71.5289162;-1943464.104;2838906.324;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_172;PARQUE JOHN F. KENNEDY;-16.41914862;-71.52658837;-1943572.724;2839161.421;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_173;CANCHA LA BOMBONERA;-16.42009984;-71.5249963;-1943704.55;2839329.487;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_174;PARQUE JUAN MANUEL POLAR;-16.41940656;-71.518818;-1943701.085;2840039.034;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_175;PARQUE KILLARY I;-16.41722295;-71.52007397;-1943428.72;2839925.187;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_176;PARQUE KILLARI 2;-16.41614038;-71.52037406;-1943297.761;2839905.317;Mobile;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_177;COMPLEJO HABITACIONAL DUNKER;-16.41790437;-71.51754801;-1943540.649;2840202.673;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_178;PARQUE PLUMA BOLIVARIANA;-16.41765596;-71.51664445;-1943522.873;2840308.369;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_179;PARQUE DE LA URB CORAZON DE MARIA;-16.41633133;-71.51685209;-1943364.642;2840302.15;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_180;PARQUE DE LA FAP;-16.4161694;-71.51780852;-1943333.549;2840195.824;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_181;PARQUE COOP 58;-16.41480248;-71.51678486;-1943185.891;2840329.765;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_182;LOSA DEPORTIVA COOP 58;-16.41476898;-71.51545405;-1943198.752;2840481.097;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_183;PARQUE MALECON MISSOURI;-16.41106844;-71.51616859;-1942755.013;2840448.465;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_184;PARQUE LA CANTUTA II ETAPA;-16.41162339;-71.51785001;-1942798.99;2840250.558;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_185;PARQUE LA CANTUTA I ETAPA;-16.41235101;-71.51883204;-1942872.074;2840129.697;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_186;PARQUE SANTO DOMINGO;-16.41351857;-71.51785521;-1943021.558;2840225.191;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_187;LOSA DEPORTIVA;-16.41440883;-71.51822669;-1943121.452;2840171.431;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_188;LOSA DEPORTIVA LA CANTUTA;-16.41285935;-71.51969548;-1942920.895;2840025.151;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_189;PARQUE CAMINO REAL;-16.41512326;-71.52005165;-1943182.348;2839955.171;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_190;PARQUE URB SANMTA MARIA DE LAMBRAMANI;-16.41437698;-71.52125682;-1943079.473;2839828.283;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_191;PARQUE ASVIPOL;-16.41592081;-71.52229408;-1943247.74;2839690.494;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_192;CANCHA SINTETICA BARRUNTO;-16.41587129;-71.5259788;-1943195.436;2839273.371;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_193;PARQUE AGRICULTURA;-16.41549186;-71.52840806;-1943120.222;2839002.907;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_194;PARQUE LA MELGAR;-16.4161081;-71.52938643;-1943180.269;2838883.93;Mobile;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_195;PARQUE URB AGRUCULTURA;-16.41733239;-71.52916934;-1943326.819;2838892.543;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_196;PARQUE URB CONQUISTADORES;-16.41699559;-71.53082107;-1943266.423;2838709.68;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_197;PARQUE LOS CONQUISTADORES;-16.41769812;-71.53045648;-1943353.544;2838741.835;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_198;PARQUE EL PERIODISTA;-16.41850335;-71.53117052;-1943439.124;2838650.359;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_199;PARQUE LOS ROSALES;-16.41383745;-71.52891206;-1942919.528;2838967.383;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_200;PARQUE CABANHA MARIA;-16.41217443;-71.52995412;-1942711.038;2838870.965;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_201;PARQUE CABANHA AREQUIPA;-16.41052651;-71.53071603;-1942507.858;2838806.108;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_202;PARQUE VILLA GLORIA;-16.41084488;-71.53164823;-1942533.502;2838696.258;Mobile;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_203;PARQUE FRANCISCO MOSTAJO;-16.41263964;-71.53210195;-1942738.602;2838621.373;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_204;COLEGIO NUESTRA SENHORA DEL PILAR;-16.41139917;-71.53378387;-1942571.687;2838446.886;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_205;HOSPITAL GENERAL HONORIO DELGADO;-16.41575967;-71.53345401;-1943088.044;2838427.322;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_206;PARQUE SAN FELIPE;-16.41571936;-71.53476072;-1943066.832;2838279.704;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_207;PARQUE PABLO VI;-16.41735167;-71.53454819;-1943261.246;2838282.474;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_208;PARQUE JUAN MANUEL GUILLEN;-16.41788207;-71.53541371;-1943312.634;2838177.42;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_209;PARQUE SAN VICENTE;-16.41795148;-71.53661727;-1943305.611;2838040.065;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_210;PARQUE DE LECTURA;-16.41808779;-71.53713109;-1943315.143;2837980.033;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_211;PARQUE LOS ANGELES;-16.41638361;-71.53684631;-1943118.56;2838034.58;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_212;PARQUE SAN FERNANDO;-16.41756096;-71.53861068;-1943234.608;2837819.176;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_213;PARQUE SANTA DOROTEA;-16.41761223;-71.53975832;-1943226.162;2837688.4;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_214;PARQUE CAMPINHA DORADA;-16.41944798;-71.53972861;-1943442.16;2837667.79;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_215;PARQUE MANZANITOS;-16.41855053;-71.54135679;-1943316.222;2837494.931;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_216;TERMINAL FLORES;-16.42159223;-71.54425018;-1943637.013;2837127.197;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_217;SOCIEDAD ELECTRICA AREQUIPA;-16.41858904;-71.54766772;-1943241.204;2836778.994;Mobile;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_218;CANCHA SINTETICA CHAMPIONS LEAGUE;-16.41469491;-71.54643102;-1942799.408;2836970.03;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_219;COMPANIA DE BOMBEROS LUIS KAEMENA;-16.41698813;-71.54129894;-1943133.436;2837521.894;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_220;PARQUE JUVENTUDFERROVIARIA;-16.41594443;-71.54092964;-1943015.5;2837577.391;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_221;PARQUE SIDSUR;-16.41544094;-71.53974099;-1942971.343;2837718.722;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_222;PARQUE SAN GERONIMO;-16.41490679;-71.53752088;-1942936.588;2837977.393;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_223;PARQUE ULRICH NEISSER;-16.41388482;-71.53584816;-1942837.634;2838180.382;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_224;PARQUE FERROVIARIOS;-16.41224994;-71.5359322;-1942644.539;2838192.206;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_225;PARQUE DE LA MADRE;-16.4139327;-71.54214624;-1942763.874;2837465.736;Fixed;Establecido
7;VICTOR RAUL HINOJOSA;3;CL03_PP_226;PARQUE NESTOR CACERES;-16.41203258;-71.54063986;-1942559.674;2837661.324;Fixed;Propuesto
7;VICTOR RAUL HINOJOSA;3;CL03_PP_227;PARQUE EL TREN;-16.41197014;-71.53937136;-1942568.325;2837805.951;Fixed;Establecido
